,A_FIVE_AC,A_FIVE_AF,A_FIVE_AR,A_FIVE_AS,A_FIVE_AST,A_FIVE_AY,A_FIVE_FTAG,A_FIVE_FTHG,A_FIVE_FTR_A,A_FIVE_FTR_D,A_FIVE_FTR_H,A_FIVE_HC,A_FIVE_HF,A_FIVE_HR,A_FIVE_HS,A_FIVE_HST,A_FIVE_HTAG,A_FIVE_HTHG,A_FIVE_HTR_A,A_FIVE_HTR_D,A_FIVE_HTR_H,A_FIVE_HY,A_THREE_AC,A_THREE_AF,A_THREE_AR,A_THREE_AS,A_THREE_AST,A_THREE_AY,A_THREE_FTAG,A_THREE_FTHG,A_THREE_FTR_A,A_THREE_FTR_D,A_THREE_FTR_H,A_THREE_HC,A_THREE_HF,A_THREE_HR,A_THREE_HS,A_THREE_HST,A_THREE_HTAG,A_THREE_HTHG,A_THREE_HTR_A,A_THREE_HTR_D,A_THREE_HTR_H,A_THREE_HY,H_FIVE_AC,H_FIVE_AF,H_FIVE_AR,H_FIVE_AS,H_FIVE_AST,H_FIVE_AY,H_FIVE_FTAG,H_FIVE_FTHG,H_FIVE_FTR_A,H_FIVE_FTR_D,H_FIVE_FTR_H,H_FIVE_HC,H_FIVE_HF,H_FIVE_HR,H_FIVE_HS,H_FIVE_HST,H_FIVE_HTAG,H_FIVE_HTHG,H_FIVE_HTR_A,H_FIVE_HTR_D,H_FIVE_HTR_H,H_FIVE_HY,H_THREE_AC,H_THREE_AF,H_THREE_AR,H_THREE_AS,H_THREE_AST,H_THREE_AY,H_THREE_FTAG,H_THREE_FTHG,H_THREE_FTR_A,H_THREE_FTR_D,H_THREE_FTR_H,H_THREE_HC,H_THREE_HF,H_THREE_HR,H_THREE_HS,H_THREE_HST,H_THREE_HTAG,H_THREE_HTHG,H_THREE_HTR_A,H_THREE_HTR_D,H_THREE_HTR_H,H_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,pred
7654,5.8,8.8,0.0,8.6,4.2,0.8,1.0,1.2,0.6,0.0,0.4,4.2,12.0,0.2,10.8,5.2,0.4,0.6,0.4,0.2,0.4,1.4,5.0,10.67,0.0,8.33,5.0,1.0,1.0,1.0,0.67,0.0,0.33,3.67,12.67,0.33,11.67,5.0,0.67,0.33,0.67,0.0,0.33,1.67,7.2,9.2,0.2,11.2,6.8,1.4,1.6,1.0,0.6,0.0,0.4,5.2,6.6,0.0,12.4,7.2,0.6,0.6,0.2,0.6,0.2,1.2,5.67,8.33,0.0,8.33,5.33,1.0,2.33,1.33,0.67,0.0,0.33,4.67,7.33,0.0,14.67,8.0,1.0,1.0,0.33,0.33,0.33,1.0,Bournemouth,2.08,3.33,3.45,2013-03-29,E2,1.0,0.0,A,A,Colchester,2.09,3.47,3.81,-1.0,True
7655,3.4,13.4,0.0,9.6,5.2,1.6,1.6,1.6,0.6,0.2,0.2,4.8,8.4,0.2,13.0,5.6,0.6,0.6,0.2,0.6,0.2,1.2,3.0,11.67,0.0,8.0,4.33,1.33,1.67,2.0,0.67,0.0,0.33,6.33,8.33,0.0,15.0,5.67,0.67,0.67,0.33,0.33,0.33,1.0,5.8,7.8,0.0,11.4,7.2,1.0,1.4,1.0,0.6,0.2,0.2,6.8,11.6,0.0,14.6,7.4,0.6,0.6,0.4,0.2,0.4,1.6,8.0,6.67,0.0,12.33,7.33,0.67,1.33,1.33,0.33,0.33,0.33,6.33,9.67,0.0,12.0,6.67,0.33,0.67,0.33,0.0,0.67,1.67,Doncaster,2.7,3.23,2.52,2013-03-29,E2,0.0,1.0,H,H,Coventry,2.86,3.42,2.58,1.52,True
7677,5.0,12.8,0.2,7.4,4.4,2.4,1.2,1.4,0.2,0.4,0.4,7.0,11.2,0.0,14.2,7.8,0.8,0.2,0.4,0.6,0.0,0.8,5.67,13.67,0.0,8.67,5.0,1.33,1.33,1.33,0.33,0.33,0.33,6.67,9.33,0.0,16.0,8.0,1.0,0.0,0.67,0.33,0.0,0.33,4.8,12.2,0.2,14.0,7.6,2.2,1.6,0.4,0.8,0.2,0.0,6.0,11.2,0.2,10.4,4.4,0.2,0.0,0.2,0.8,0.0,0.6,5.0,13.33,0.0,13.33,7.0,2.33,1.67,0.0,1.0,0.0,0.0,5.33,10.67,0.33,9.0,3.0,0.33,0.0,0.33,0.67,0.0,0.33,Bolton,2.48,3.3,2.77,2013-03-30,E1,2.0,3.0,H,A,Charlton,2.61,3.41,2.87,1.77,True
7681,7.2,12.6,0.0,7.8,4.0,2.4,1.2,0.6,0.6,0.2,0.2,4.0,12.6,0.0,7.8,3.8,0.4,0.4,0.4,0.4,0.2,1.8,8.67,11.0,0.0,8.67,4.67,2.0,1.67,1.0,0.67,0.0,0.33,3.33,11.33,0.0,7.67,4.0,0.67,0.67,0.67,0.0,0.33,2.0,4.4,7.8,0.0,12.8,7.4,1.0,1.4,1.2,0.2,0.6,0.2,7.0,9.0,0.0,11.6,7.2,0.4,0.2,0.4,0.4,0.2,0.6,4.67,8.0,0.0,13.67,6.67,0.67,1.33,0.67,0.33,0.67,0.0,7.0,9.0,0.0,11.0,6.67,0.33,0.33,0.33,0.33,0.33,1.0,Cardiff,2.23,3.36,3.11,2013-03-30,E1,1.0,2.0,H,A,Peterboro,2.24,3.66,3.27,2.11,True
7682,5.8,7.4,0.0,11.4,6.4,1.2,2.0,2.0,0.4,0.4,0.2,7.0,7.8,0.2,12.2,7.2,0.4,0.6,0.4,0.2,0.4,0.8,6.0,7.67,0.0,11.67,7.67,1.67,2.33,2.67,0.33,0.33,0.33,6.0,7.67,0.0,10.0,7.0,0.33,1.0,0.33,0.0,0.67,1.0,5.6,10.6,0.2,5.8,3.6,2.4,1.2,1.2,0.4,0.2,0.4,4.6,12.2,0.0,8.2,5.2,0.6,0.4,0.6,0.2,0.2,2.0,5.0,11.33,0.0,6.33,4.0,2.67,1.0,0.33,0.67,0.0,0.33,3.67,10.67,0.0,7.0,4.33,0.67,0.0,0.67,0.33,0.0,2.0,Barnsley,3.17,3.34,2.21,2013-03-30,E1,1.0,2.0,H,D,Sheffield Weds,3.36,3.52,2.24,1.21,True
7683,2.6,8.2,0.0,6.6,3.4,1.2,0.4,2.4,0.0,0.2,0.8,6.6,9.2,0.0,12.0,6.0,0.0,0.6,0.0,0.4,0.6,0.6,2.33,9.67,0.0,7.33,3.67,1.67,0.33,1.33,0.0,0.33,0.67,6.33,8.67,0.0,11.67,5.67,0.0,0.33,0.0,0.67,0.33,0.67,4.8,7.2,0.0,8.8,5.2,0.6,1.6,1.4,0.4,0.4,0.2,6.8,10.8,0.2,9.0,4.8,0.8,0.2,0.6,0.4,0.0,0.6,4.33,6.0,0.0,10.67,6.67,0.67,1.33,1.33,0.33,0.33,0.33,4.67,11.67,0.0,10.0,5.67,1.0,0.0,1.0,0.0,0.0,0.67,Middlesbrough,2.72,3.26,2.53,2013-03-30,E1,2.0,3.0,H,D,Wolves,2.86,3.43,2.6,1.53,True
7687,4.2,18.0,0.0,9.0,2.2,2.0,0.6,0.8,0.2,0.4,0.4,7.6,15.8,0.0,14.6,4.4,0.4,0.6,0.4,0.2,0.4,2.2,4.33,18.0,0.0,9.33,3.0,2.0,0.67,1.0,0.33,0.0,0.67,5.33,18.33,0.0,10.0,3.0,0.33,1.0,0.33,0.0,0.67,2.33,2.2,17.2,0.0,11.4,3.6,3.2,1.0,0.8,0.2,0.4,0.4,4.8,13.8,0.0,12.6,4.2,0.6,0.4,0.2,0.6,0.2,1.4,2.33,16.0,0.0,11.0,5.0,3.33,1.67,1.0,0.33,0.33,0.33,6.0,13.67,0.0,13.0,4.67,1.0,0.33,0.33,0.67,0.0,1.33,M'gladbach,3.68,3.38,2.02,2013-03-30,D1,0.0,2.0,H,D,Freiburg,4.12,3.54,2.02,1.02,True
7698,5.0,11.4,0.0,11.2,6.0,1.8,0.6,1.2,0.0,0.4,0.6,4.8,8.4,0.0,10.4,6.0,0.0,0.4,0.0,0.8,0.2,1.6,5.0,11.33,0.0,12.0,5.67,2.33,0.67,1.33,0.0,0.33,0.67,4.67,7.0,0.0,8.67,5.0,0.0,0.67,0.0,0.67,0.33,2.0,4.6,13.8,0.0,7.2,3.8,1.2,1.0,1.8,0.2,0.0,0.8,6.6,10.8,0.0,10.6,5.2,0.6,0.4,0.4,0.2,0.4,1.6,5.0,16.67,0.0,7.33,4.33,1.33,1.33,1.67,0.33,0.0,0.67,6.33,12.67,0.0,10.67,6.0,0.67,0.67,0.33,0.0,0.67,2.33,Leicester,2.22,3.3,3.2,2013-04-01,E1,0.0,2.0,H,H,Barnsley,2.27,3.45,3.39,2.2,True
7707,2.8,13.0,0.0,7.2,4.0,1.6,0.8,1.2,0.2,0.4,0.4,6.8,8.4,0.0,11.0,5.6,0.6,0.2,0.4,0.6,0.0,2.0,4.0,11.0,0.0,9.33,5.0,1.0,0.67,0.67,0.33,0.33,0.33,5.0,9.0,0.0,11.33,5.67,0.67,0.33,0.33,0.67,0.0,2.67,4.2,8.8,0.2,10.8,4.2,1.8,1.2,1.2,0.4,0.2,0.4,5.8,8.4,0.0,10.2,5.8,0.8,0.4,0.2,0.8,0.0,1.4,2.67,9.67,0.33,10.33,5.0,2.33,1.33,1.33,0.33,0.33,0.33,6.0,10.0,0.0,10.33,5.33,1.33,0.67,0.33,0.67,0.0,1.33,Preston,2.5,3.22,2.78,2013-04-01,E2,0.0,1.0,H,H,Crewe,2.82,3.23,2.73,1.78,True
7708,9.4,12.8,0.0,14.6,9.6,2.0,1.8,0.8,0.8,0.0,0.2,5.0,11.0,0.0,8.8,5.0,0.2,0.2,0.2,0.6,0.2,2.2,8.33,11.33,0.0,13.0,9.33,2.67,1.67,1.0,0.67,0.0,0.33,5.0,15.0,0.0,7.33,4.33,0.33,0.33,0.33,0.33,0.33,3.67,5.6,10.6,0.0,8.8,2.6,0.4,0.8,1.2,0.2,0.6,0.2,4.2,10.8,0.0,9.8,5.4,0.4,0.8,0.0,0.6,0.4,1.0,5.0,9.33,0.0,6.0,1.0,0.33,0.67,1.67,0.0,0.67,0.33,4.0,8.0,0.0,12.0,7.67,0.33,1.0,0.0,0.33,0.67,0.67,Swindon,2.4,3.2,2.93,2013-04-01,E2,0.0,1.0,H,D,Doncaster,2.57,3.26,2.99,1.93,True
7710,5.8,10.8,0.2,10.4,4.8,2.0,0.8,1.4,0.4,0.0,0.6,5.6,8.8,0.2,9.6,5.0,0.6,0.6,0.4,0.2,0.4,1.0,4.67,10.67,0.33,11.0,4.33,1.67,0.67,1.33,0.33,0.0,0.67,6.33,7.67,0.33,9.33,5.33,0.67,0.33,0.33,0.33,0.33,1.0,3.0,9.4,0.0,8.6,3.6,1.4,1.4,1.8,0.4,0.2,0.4,3.8,7.8,0.2,12.6,4.8,1.0,1.0,0.4,0.2,0.4,1.0,2.33,10.33,0.0,7.67,2.33,1.33,1.0,2.67,0.33,0.0,0.67,4.67,8.0,0.0,16.33,7.0,0.67,1.33,0.33,0.0,0.67,0.67,Brentford,2.83,3.22,2.46,2013-04-01,E2,0.0,2.0,H,H,Milton Keynes Dons,3.0,3.27,2.56,1.46,True
7715,4.4,9.4,0.0,8.8,4.4,1.4,1.6,1.2,0.4,0.4,0.2,6.0,8.6,0.0,11.6,6.6,0.4,0.4,0.4,0.4,0.2,0.8,4.0,8.67,0.0,10.0,5.33,1.33,2.0,1.33,0.33,0.67,0.0,5.67,9.0,0.0,10.33,6.0,0.33,0.67,0.33,0.33,0.33,1.0,6.2,11.0,0.0,10.0,6.4,1.8,1.4,0.8,0.6,0.2,0.2,3.6,9.4,0.2,7.8,4.0,0.4,0.2,0.2,0.8,0.0,0.8,5.67,11.0,0.0,11.0,7.0,1.33,1.67,1.0,0.67,0.0,0.33,4.0,9.33,0.33,9.67,5.0,0.67,0.33,0.33,0.67,0.0,0.67,Crawley Town,2.55,3.23,2.69,2013-04-01,E2,0.0,3.0,H,D,Shrewsbury,2.68,3.37,2.78,1.69,True
7717,4.2,13.4,0.0,11.2,8.0,1.8,1.6,0.8,0.8,0.0,0.2,6.8,10.4,0.0,12.8,7.0,0.8,0.4,0.6,0.2,0.2,1.6,4.33,13.33,0.0,8.67,5.33,2.0,1.33,1.0,0.67,0.0,0.33,8.67,10.67,0.0,12.33,7.0,0.67,0.67,0.33,0.33,0.33,1.0,5.2,13.2,0.0,10.0,5.6,1.6,1.0,2.2,0.0,0.4,0.6,4.0,8.8,0.0,11.4,8.4,0.2,0.6,0.0,0.6,0.4,1.0,6.0,13.0,0.0,9.0,6.0,1.33,1.0,2.33,0.0,0.33,0.67,4.33,9.67,0.0,10.67,8.0,0.0,0.33,0.0,0.67,0.33,1.33,Coventry,3.09,3.3,2.24,2013-04-01,E2,0.0,4.0,H,H,Walsall,3.36,3.48,2.25,1.24,True
7721,3.8,7.6,0.0,10.6,6.0,0.4,2.0,1.0,0.6,0.2,0.2,5.8,11.2,0.2,13.2,7.4,1.4,0.4,0.8,0.0,0.2,2.2,3.67,6.67,0.0,12.33,6.67,0.67,1.67,1.0,0.67,0.33,0.0,5.33,11.67,0.0,15.67,9.0,1.67,0.0,1.0,0.0,0.0,2.33,6.2,11.2,0.0,8.8,4.2,2.2,1.4,1.2,0.6,0.0,0.4,7.2,10.2,0.2,10.0,4.6,0.6,0.4,0.4,0.4,0.2,1.4,8.0,10.33,0.0,9.33,4.33,2.67,1.33,1.0,0.67,0.0,0.33,9.0,9.0,0.0,12.33,5.0,0.67,0.67,0.33,0.33,0.33,0.67,Peterboro,3.43,3.43,2.07,2013-04-02,E1,0.0,0.0,D,D,Middlesbrough,3.54,3.64,2.14,-1.0,True
7723,2.2,16.0,0.0,8.6,2.6,1.8,1.0,1.8,0.0,0.2,0.8,6.8,15.4,0.0,16.4,6.2,0.4,0.8,0.2,0.4,0.4,1.2,1.67,16.33,0.0,6.0,2.0,2.0,1.33,2.0,0.0,0.33,0.67,7.67,14.33,0.0,19.33,8.0,0.67,0.67,0.33,0.33,0.33,1.33,5.2,16.2,0.0,10.8,3.6,2.4,0.6,0.4,0.4,0.4,0.2,4.2,17.0,0.0,11.0,3.0,0.6,0.4,0.4,0.4,0.2,2.6,5.33,16.0,0.0,11.0,4.0,2.67,0.67,0.0,0.67,0.33,0.0,3.33,17.0,0.0,9.67,3.0,0.67,0.0,0.67,0.33,0.0,2.33,Fortuna Dusseldorf,3.82,3.39,2.01,2013-04-05,D1,0.0,3.0,H,H,Hoffenheim,4.07,3.55,2.03,1.01,True
7726,4.0,14.6,0.0,9.0,2.6,0.6,1.4,1.8,0.0,0.6,0.4,8.2,15.2,0.0,14.4,4.8,0.2,0.6,0.2,0.4,0.4,1.4,2.33,17.0,0.0,7.33,2.33,0.67,1.33,1.67,0.0,0.67,0.33,9.0,17.0,0.0,13.67,3.67,0.0,0.33,0.0,0.67,0.33,1.33,6.4,12.8,0.2,10.6,4.6,2.0,1.6,1.2,0.4,0.2,0.4,4.0,11.0,0.2,15.0,5.8,0.8,0.8,0.4,0.0,0.6,1.4,5.67,14.67,0.33,10.33,4.33,2.0,1.67,0.67,0.67,0.0,0.33,2.33,11.0,0.33,14.67,5.67,0.67,0.67,0.33,0.0,0.67,1.0,Troyes,3.74,3.2,2.05,2013-04-06,F1,0.0,1.0,H,D,Nancy,4.21,3.36,2.04,1.05,True
7738,4.6,9.8,0.2,11.8,6.2,1.8,0.6,1.4,0.0,0.6,0.4,4.6,9.8,0.2,13.4,7.4,0.0,0.4,0.0,0.6,0.4,1.4,5.33,8.67,0.33,12.0,6.67,2.67,1.0,2.0,0.0,0.67,0.33,5.0,9.67,0.0,16.33,9.0,0.0,0.67,0.0,0.33,0.67,1.0,4.0,11.8,0.6,13.0,7.4,2.4,1.6,0.8,0.6,0.2,0.2,7.2,11.6,0.2,12.2,6.2,0.6,0.2,0.4,0.6,0.0,1.0,2.67,13.33,0.67,9.33,5.67,3.33,1.67,1.0,0.67,0.0,0.33,7.33,12.67,0.0,14.0,6.67,1.0,0.33,0.67,0.33,0.0,1.33,Leeds,3.14,3.32,2.23,2013-04-06,E1,1.0,2.0,H,D,Charlton,3.43,3.48,2.24,1.23,True
7744,2.8,9.4,0.0,5.2,3.0,3.0,0.2,2.0,0.0,0.2,0.8,9.4,10.8,0.0,15.6,9.8,0.2,0.6,0.2,0.4,0.4,0.8,3.0,10.0,0.0,5.67,3.0,2.0,0.0,2.33,0.0,0.0,1.0,9.33,9.67,0.0,17.67,10.67,0.0,1.0,0.0,0.33,0.67,0.33,4.6,11.0,0.0,6.6,4.4,2.4,1.2,1.0,0.4,0.2,0.4,4.0,11.0,0.2,7.8,5.2,0.6,0.0,0.6,0.4,0.0,2.2,4.33,13.0,0.0,7.33,4.0,2.67,1.33,0.67,0.67,0.0,0.33,3.33,11.0,0.33,7.0,4.33,0.67,0.0,0.67,0.33,0.0,2.33,Blackburn,3.38,3.3,2.12,2013-04-06,E1,2.0,3.0,H,H,Sheffield Weds,3.72,3.43,2.15,1.12,True
7747,6.8,12.6,0.0,10.6,5.8,1.8,0.8,0.6,0.2,0.6,0.2,6.4,14.0,0.0,11.2,6.2,0.4,0.6,0.2,0.4,0.4,1.4,8.0,11.33,0.0,9.67,5.67,2.0,1.0,0.67,0.33,0.33,0.33,7.67,13.33,0.0,10.33,6.33,0.67,0.67,0.33,0.33,0.33,1.67,5.8,7.8,0.2,10.8,6.8,1.4,1.6,1.0,0.6,0.0,0.4,5.2,6.8,0.0,12.2,6.2,0.8,0.6,0.4,0.4,0.2,1.4,5.67,7.67,0.0,9.0,6.33,1.0,1.0,1.0,0.67,0.0,0.33,5.33,5.33,0.0,13.0,6.33,0.67,0.67,0.33,0.33,0.33,1.0,Leyton Orient,2.47,3.21,2.79,2013-04-06,E2,1.0,2.0,H,H,Colchester,2.53,3.33,2.99,1.79,True
7764,4.4,14.6,0.2,11.6,4.0,1.6,1.8,1.6,0.4,0.2,0.4,4.6,17.4,0.0,8.6,3.2,0.6,0.4,0.4,0.2,0.4,1.2,3.67,13.33,0.0,10.0,3.67,1.33,2.0,1.67,0.33,0.33,0.33,4.0,14.33,0.0,9.67,3.0,0.33,0.67,0.33,0.0,0.67,0.67,3.4,12.6,0.0,12.2,4.2,2.6,0.8,1.0,0.2,0.4,0.4,8.4,16.4,0.2,10.4,3.6,0.4,0.2,0.4,0.4,0.2,1.6,3.67,13.67,0.0,11.67,4.0,2.33,0.33,1.0,0.0,0.33,0.67,9.0,14.67,0.33,9.33,3.67,0.33,0.33,0.33,0.33,0.33,1.67,Lyon,2.0,3.28,3.84,2013-04-07,F1,0.0,1.0,H,D,Reims,2.03,3.41,4.18,2.84,True
7778,3.0,14.8,0.0,9.8,4.0,2.2,0.8,1.4,0.2,0.2,0.6,5.0,10.2,0.0,12.0,5.6,0.2,0.6,0.0,0.6,0.4,0.6,2.33,14.67,0.0,8.33,3.33,2.0,1.0,1.0,0.33,0.33,0.33,5.67,11.0,0.0,10.67,4.67,0.0,0.33,0.0,0.67,0.33,0.67,3.6,13.0,0.0,6.2,2.4,1.2,0.2,1.6,0.0,0.4,0.6,5.0,12.0,0.0,12.2,7.2,0.2,1.0,0.2,0.2,0.6,1.0,3.33,15.0,0.0,6.0,2.67,1.67,0.33,1.33,0.0,0.67,0.33,5.33,12.33,0.0,12.67,8.33,0.33,0.33,0.33,0.33,0.33,1.33,Oldham,3.39,3.28,2.12,2013-04-09,E2,0.0,2.0,H,D,Preston,3.54,3.35,2.22,1.12,True
7785,5.8,16.0,0.0,10.4,3.0,2.2,0.8,2.0,0.2,0.0,0.8,3.2,15.2,0.0,12.2,4.4,0.2,1.0,0.0,0.6,0.4,1.4,5.33,19.33,0.0,12.33,2.67,2.67,0.33,1.0,0.33,0.0,0.67,1.67,16.0,0.0,14.0,3.67,0.0,0.67,0.0,0.67,0.33,1.33,2.6,17.8,0.0,7.8,3.4,1.2,1.4,0.8,0.4,0.2,0.4,6.4,11.2,0.0,15.2,5.6,0.6,0.2,0.6,0.2,0.2,1.4,3.0,16.67,0.0,7.33,2.33,1.33,1.0,0.67,0.33,0.33,0.33,7.0,12.33,0.0,16.67,6.33,0.67,0.0,0.67,0.33,0.0,1.67,Montpellier,3.36,3.1,2.23,2013-04-13,F1,2.0,4.0,H,H,Bordeaux,3.73,3.26,2.21,1.23,True
7797,5.6,13.2,0.2,9.6,4.4,2.8,1.2,1.4,0.2,0.4,0.4,7.0,10.0,0.0,13.0,6.0,0.8,0.6,0.4,0.4,0.2,1.2,4.33,14.0,0.33,10.0,4.67,3.0,1.67,1.33,0.33,0.67,0.0,7.0,11.33,0.0,13.33,6.33,1.33,0.67,0.67,0.33,0.0,1.0,5.0,9.2,0.0,9.4,4.8,1.4,0.4,0.6,0.2,0.4,0.4,3.2,9.4,0.2,10.6,6.2,0.4,0.0,0.4,0.6,0.0,1.2,5.33,6.33,0.0,9.67,5.33,1.0,0.33,0.33,0.33,0.33,0.33,3.33,9.33,0.33,8.67,5.67,0.33,0.0,0.33,0.67,0.0,1.33,Burnley,3.1,3.23,2.27,2013-04-13,E1,0.0,1.0,H,D,Blackpool,3.29,3.4,2.31,1.27,True
7799,5.8,13.0,0.0,12.0,6.4,2.4,1.2,0.8,0.6,0.2,0.2,4.4,7.6,0.2,9.8,5.0,0.2,0.2,0.2,0.6,0.2,1.2,4.67,13.0,0.0,9.67,5.33,3.33,1.33,0.67,0.67,0.33,0.0,4.33,9.67,0.0,12.67,6.33,0.33,0.33,0.33,0.33,0.33,1.67,2.8,12.0,0.0,6.4,4.2,2.6,1.0,1.2,0.2,0.6,0.2,8.6,10.0,0.0,15.4,10.6,0.2,0.2,0.2,0.6,0.2,1.4,2.33,12.33,0.0,6.33,3.67,2.67,0.67,1.67,0.0,0.67,0.33,8.33,9.0,0.0,15.33,11.0,0.0,0.33,0.0,0.67,0.33,1.33,Nott'm Forest,3.44,3.3,2.09,2013-04-13,E1,0.0,3.0,H,H,Cardiff,3.72,3.45,2.14,1.09,True
7801,5.6,10.8,0.0,9.6,4.2,3.4,1.0,0.8,0.4,0.4,0.2,6.4,9.4,0.0,10.8,5.2,0.6,0.2,0.4,0.6,0.0,1.2,5.0,12.33,0.0,6.0,3.0,3.0,1.33,0.67,0.67,0.33,0.0,7.33,8.33,0.0,11.33,6.33,0.67,0.33,0.33,0.67,0.0,1.33,5.0,10.8,0.0,11.2,7.0,0.8,1.0,1.2,0.4,0.2,0.4,6.8,11.8,0.0,13.4,7.0,0.2,0.0,0.2,0.8,0.0,1.4,4.33,12.33,0.0,12.0,8.67,0.33,1.67,1.0,0.67,0.33,0.0,7.0,11.67,0.0,13.67,6.33,0.33,0.0,0.33,0.67,0.0,2.33,Sheffield Weds,2.99,3.24,2.35,2013-04-13,E1,1.0,2.0,H,A,Leeds,3.11,3.38,2.43,1.35,True
7804,5.2,10.4,0.0,9.4,5.6,2.6,1.0,2.4,0.4,0.0,0.6,6.8,7.2,0.0,12.8,7.4,0.4,1.0,0.0,0.8,0.2,1.2,6.67,12.0,0.0,10.67,6.33,2.67,1.0,2.0,0.33,0.0,0.67,7.67,6.0,0.0,12.33,7.33,0.33,0.33,0.0,1.0,0.0,1.0,5.2,6.6,0.0,10.4,5.4,0.6,1.6,1.8,0.2,0.4,0.4,7.2,10.6,0.0,11.0,6.6,0.8,0.2,0.6,0.4,0.0,0.8,4.0,6.0,0.0,12.33,6.33,0.67,1.33,2.0,0.0,0.33,0.67,8.67,9.33,0.0,13.67,10.0,1.0,0.33,0.67,0.33,0.0,1.0,Huddersfield,3.31,3.28,2.15,2013-04-13,E1,3.0,1.0,A,D,Wolves,3.5,3.45,2.22,-1.0,True
7807,3.2,11.8,0.0,8.6,4.4,1.2,0.6,0.8,0.2,0.4,0.4,6.0,8.0,0.0,10.2,5.6,0.4,0.4,0.2,0.6,0.2,2.4,3.0,12.0,0.0,10.67,4.67,0.67,0.33,0.67,0.33,0.0,0.67,4.67,10.0,0.0,11.0,6.0,0.33,0.33,0.33,0.33,0.33,2.67,6.4,10.2,0.0,14.0,6.2,1.6,1.8,1.6,0.2,0.6,0.2,5.4,7.6,0.0,13.6,7.4,0.6,0.4,0.4,0.4,0.2,1.2,7.0,8.33,0.0,15.67,5.67,2.0,1.67,2.33,0.0,0.67,0.33,5.67,7.33,0.0,13.67,8.67,0.33,0.67,0.0,0.67,0.33,1.33,Preston,2.55,3.18,2.71,2013-04-13,E2,1.0,1.0,D,D,Carlisle,2.57,3.37,2.9,-1.0,True
7808,3.8,13.4,0.2,10.8,6.8,2.2,1.2,1.4,0.6,0.0,0.4,7.0,10.2,0.0,12.8,7.6,0.6,0.6,0.4,0.2,0.4,1.0,5.0,13.67,0.33,10.33,5.0,2.0,0.67,2.33,0.33,0.0,0.67,4.33,9.33,0.0,11.33,7.67,0.33,1.0,0.0,0.33,0.67,0.67,4.4,10.2,0.4,9.6,6.2,1.4,0.8,1.0,0.2,0.6,0.2,6.2,10.2,0.2,17.4,10.2,0.8,0.0,0.6,0.4,0.0,0.8,4.0,8.33,0.33,10.67,7.33,1.67,0.33,1.0,0.0,0.67,0.33,6.0,10.33,0.0,18.33,11.33,0.33,0.0,0.33,0.67,0.0,1.0,Coventry,2.99,3.24,2.3,2013-04-13,E2,0.0,2.0,H,H,Crawley Town,3.14,3.55,2.33,1.3,True
7810,2.4,12.0,0.2,9.0,4.2,1.8,1.0,0.8,0.2,0.6,0.2,5.6,13.4,0.2,9.4,5.2,0.8,0.4,0.4,0.6,0.0,1.8,1.33,11.33,0.33,9.33,5.0,2.0,1.0,0.67,0.33,0.33,0.33,6.67,15.33,0.33,10.33,5.67,0.67,0.33,0.33,0.67,0.0,1.67,5.2,10.6,0.2,9.0,4.6,1.4,0.6,2.0,0.2,0.0,0.8,6.8,10.4,0.0,11.6,6.6,0.2,1.0,0.2,0.2,0.6,1.2,4.33,10.33,0.33,8.0,4.67,1.67,0.33,2.33,0.0,0.0,1.0,9.0,12.0,0.0,10.0,6.67,0.0,1.33,0.0,0.33,0.67,1.0,Milton Keynes Dons,2.58,3.18,2.68,2013-04-13,E2,0.0,2.0,H,D,Leyton Orient,2.61,3.28,2.92,1.68,True
7811,4.6,8.0,0.4,8.0,4.4,1.2,1.4,0.8,0.4,0.6,0.0,9.0,9.8,0.0,15.4,7.4,0.8,0.2,0.6,0.4,0.0,1.6,4.33,6.33,0.33,7.67,5.0,1.0,1.67,1.33,0.33,0.67,0.0,9.67,9.0,0.0,19.33,9.33,1.33,0.33,1.0,0.0,0.0,1.33,3.8,11.4,0.2,12.6,5.8,1.2,0.8,0.8,0.4,0.2,0.4,3.6,11.4,0.0,8.6,4.6,0.4,0.4,0.4,0.2,0.4,1.6,4.33,10.0,0.0,13.33,5.67,1.0,1.0,0.67,0.67,0.0,0.33,4.33,10.33,0.0,8.67,5.0,0.67,0.0,0.67,0.33,0.0,1.67,Colchester,3.11,3.23,2.23,2013-04-13,E2,1.0,3.0,H,D,Notts County,3.3,3.4,2.31,1.23,True
